Nome: JOAO PESSOA
Codigo Estacao: A320
Latitude: -7.165409
Longitude: -34.815627
Altitude: 33.5
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2013-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2008-09-23;0;1008,791304;20,547826;29,5;25,830435;21,8;73,043478;55;8,3;1,886957;
2008-09-24;0;1008,566667;20,816667;29,9;26,316667;24;72,458333;51;8,3;1,9;
2008-09-25;0;1010,0875;20,708333;29,4;26,441667;24,1;71,041667;56;10,8;2,8875;
2008-09-26;0;1010,0875;19,608333;28,7;25,579167;22,3;70,291667;53;12,8;3,525;
2008-09-27;,2;1008,608333;19,7875;29,4;25,691667;23;70,375;56;10,2;3,1;
2008-09-28;1,6;1008,941667;21,575;28,7;25,3625;22,6;80,041667;64;10,8;2,470833;
2008-09-29;,6;1009,470833;22,366667;29,6;26,4;24,6;78,75;63;9,7;2,15;
2008-09-30;0;1010,4375;21,85;29,8;26,804167;25,2;74,75;57;10,8;3,1;
2008-10-01;0;1008,920833;20,220833;29,8;26,529167;25;68,875;48;10,8;3,708333;
2008-10-02;4,6;1008,0125;21,508333;28,9;25,579167;23,1;78,583333;57;8,6;1,991667;
2008-10-03;1,8;1008,354167;21,470833;29;26,058333;23,9;76,25;61;9,7;2,445833;
2008-10-04;,4;1008,1875;21,395833;29,2;26,604167;24,5;73,458333;62;12,9;3,833333;
2008-10-05;1,4;1008,4375;21,075;29,2;26,270833;23,9;73,75;54;10,9;3,2;
2008-10-06;,4;1009,558333;20,895833;28,2;25,466667;22,4;76,083333;64;11,1;2,9375;
2008-10-07;3;1010,354167;19,779167;28,9;25,670833;23,7;70,083333;58;12;3,683333;
2008-10-08;2;1009,929167;20,8375;28,5;24,520833;21,8;80,75;58;9,2;2,508333;
2008-10-09;5,2;1009,458333;21,2;28,2;24,85;22,4;80,833333;65;11,1;2,616667;
2008-10-10;1,6;1008,45;20,2875;28,7;25,2125;21,8;74,875;58;13,3;3,816667;
2008-10-11;,8;1008,520833;20,15;29,2;25,791667;22;71,416667;57;12,1;3,875;
2008-10-12;,2;1009,020833;20,475;29;26,229167;23,7;70,958333;60;10,8;3,6875;
2008-10-13;6,4;1008,625;21,991667;29;25,883333;23,5;79,75;66;12,8;3,966667;
2008-10-14;,2;1008,05;20,991667;29,1;26,158333;24,5;73,75;59;13,1;3,879167;
2008-10-15;6,2;1009,129167;21,1125;29,3;25,766667;22,7;76,333333;55;10,1;2,7375;
2008-10-16;1,8;1010,008333;21,583333;28,9;25,383333;22,4;80,125;61;10;2,641667;
2008-10-17;0;1009,258333;21,604167;29,7;26,333333;24,3;75,625;60;8,7;2,541667;
2008-10-18;0;1009,279167;21,095833;30;26,283333;22,6;73,833333;56;10;2,2;
2008-10-19;0;1009,925;21,233333;29,9;26,645833;25;72,708333;53;8,3;2,204167;
2008-10-20;0;1011,0375;21,1875;29,8;26,554167;24,3;72,708333;62;10,7;2,445833;
2008-10-21;0;1010,5125;20,708333;30,5;26,908333;25;69,458333;50;11,7;3,770833;
2008-10-22;3,8;1009,904167;20,6625;29,7;26,5875;23,2;70,416667;53;11,5;3,666667;
2008-10-23;0;1009,6625;20,3125;29,5;26,6625;25;68,333333;56;11,5;3,954167;
2008-10-24;1;1010,204167;20,504167;28,7;26,045833;23,8;71,833333;59;10,8;3,233333;
2008-10-25;4,6;1010,045833;20,579167;29,5;26,4;23,4;70,833333;57;11;3,4125;
2008-10-26;0;1009,625;20,241667;29,4;26,591667;24,9;68,458333;56;11,3;3,620833;
2008-10-27;,2;1009,2625;20,316667;29,6;26,375;24,1;69,666667;54;10,1;2,683333;
2008-10-28;0;1008,0875;21,383333;29,8;26,379167;23,3;74,25;61;7,8;1,8;
2008-10-29;0;1008,283333;21,295833;30,1;26,65;24,4;72,916667;60;8;2,154167;
2008-10-30;,2;1009,079167;21,083333;30;26,783333;24,6;71,5;54;10,4;2,541667;
2008-10-31;0;1008,8375;20,320833;30;26,85;24,8;67,875;51;9,3;2,729167;
2008-11-01;0;1008,804167;19,804167;29,9;26,454167;23,6;67,208333;50;8,9;2,441667;
2008-11-02;3,2;1009,566667;21,795833;29,3;26,020833;23;77,916667;63;11,4;3,0375;
2008-11-03;3,2;1009,6;22,141667;29,6;26,533333;24,8;77,166667;65;12,7;3,2375;
2008-11-04;0;1008,358333;20,5125;29,9;26,716667;24,8;69,291667;50;10,3;2,925;
2008-11-05;0;1008,35;20,945833;30,4;26,7;23,6;71,166667;55;8,1;2,270833;
2008-11-06;0;1007,954167;20,545833;30,3;26,866667;24,5;68,708333;53;9,6;2,583333;
2008-11-07;0;1007,066667;20,633333;30,3;26,758333;25,1;69,583333;55;8,9;2,329167;
2008-11-08;0;1007,233333;20,6;30,4;26,704167;24,7;69,75;49;9,5;2,158333;
2008-11-09;0;1008,0125;20,383333;30,9;26,875;24,6;68,25;48;8;1,991667;
2008-11-10;0;1007,908333;21,0875;30;26,820833;24,8;71,125;60;7,6;2,008333;
2008-11-11;0;1006,841667;20,579167;29,3;26,425;24,7;70,458333;58;7,5;2,05;
2008-11-12;0;1006,233333;20,45;29,6;26,45;24,5;70;57;7,8;2,004167;
2008-11-13;0;1005,829167;20,7375;30,4;26,8875;25;69,5;54;9,1;2,5125;
2008-11-14;0;1006,370833;21,175;30,2;26,870833;24,9;71,291667;59;10;2,45;
2008-11-15;,2;1005,429167;20,345833;30,1;26,783333;25;68,125;55;9,4;2,441667;
2008-11-16;0;1005,7625;20,775;29,5;26,5;24,9;71,125;58;8,1;2,191667;
2008-11-17;0;1006,633333;21,304167;30,7;26,829167;24,9;72;58;8,7;2,129167;
2008-11-18;0;1006,779167;21,1625;29,6;26,566667;25,1;72,5;61;7,5;2,183333;
2008-11-19;0;1006,291667;20,95;29,7;26,708333;24,9;71,208333;59;8,2;2,133333;
2008-11-20;0;1006,7125;20,325;30;26,545833;23,9;69,166667;49;7,9;1,9375;
2008-11-21;0;1008,354167;19,716667;29,9;26,679167;23,8;66,125;51;8,4;1,995833;
2008-11-22;0;1008,95;20,245833;30,3;26,616667;22,3;68,708333;49;10,3;2,766667;
2008-11-23;0;1007,341667;20,583333;30,4;26,675;25,3;69,708333;51;10,6;3,1625;
2008-11-24;,2;1007,0625;21,133333;30,7;26,95;22,9;71,333333;53;8,4;2,570833;
2008-11-25;,8;1007,754167;21,991667;30,1;26,579167;23,8;76,5;61;8,3;2,075;
2008-11-26;0;1007,829167;21,5;30,6;27,075;25,2;71,916667;59;9,5;2,35;
2008-11-27;0;1007,729167;20,604167;30,3;26,991667;25,2;68,458333;54;9,1;2,4;
2008-11-28;0;1007,195833;20,3875;30,6;26,479167;22,3;69,916667;52;8,4;2,154167;
2008-11-29;0;1007,2125;21,529167;30;26,995833;25,4;72,333333;59;7,8;2,3125;
2008-11-30;0;1007,6125;21,758333;30,5;27,166667;25,7;72,708333;62;8,8;2,204167;
2008-12-01;0;1007,870833;21,108333;30,4;26,991667;25,2;70,333333;57;7,4;1,9625;
2008-12-02;0;1006,804167;20,9125;30,8;27,0625;25,2;69,541667;57;7,8;2,0625;
2008-12-03;0;1006,208333;21,15;30,6;27,366667;25,5;69,208333;55;7,8;2,345833;
2008-12-04;0;1006,354167;22,0125;30,8;27,408333;23,7;72,916667;58;7,1;1,9375;
2008-12-05;0;1007,491667;21,8625;30,5;27,341667;25,6;72,458333;57;7,3;2,1625;
2008-12-06;0;1008,629167;20,029167;30,7;27,133333;24,8;65,666667;49;12,1;2,4875;
2008-12-07;11,2;1008,604167;21,191667;29,4;25,995833;22,8;75,583333;59;9,7;2,454167;
2008-12-08;,4;1008,616667;20,829167;30,2;26,641667;23;71,083333;51;8,5;2,308333;
2008-12-09;7,2;1008,245833;21,733333;28,7;25,541667;23,1;79,958333;63;7;1,791667;
2008-12-10;8,6;1006,995833;22,216667;28,6;24,995833;22,5;84,833333;68;7,1;1,375;
2008-12-11;2,8;1006,6875;21,758333;30;26,9;23,8;73,833333;58;8,6;2,116667;
2008-12-12;1;1007,125;21,591667;29,8;26,9375;24,6;72,791667;60;7,9;2,183333;
2008-12-13;0;1007,0375;21,620833;30,3;26,9125;24,1;73,166667;59;7,1;1,7;
2008-12-14;0;1006,895833;21,683333;30;27,2;25,4;72,291667;58;7,5;1,941667;
2008-12-15;0;1005,375;20,929167;30,6;27,066667;24,9;69,583333;50;8,4;2,241667;
2008-12-16;0;1005,341667;20,45;30,2;26,654167;22,9;69,375;56;7,6;1,591667;
2008-12-17;0;1005,933333;21,683333;30,4;27,275;25,5;71,75;59;9,2;2,141667;
2008-12-18;0;1005,991667;20,7875;30,9;27,283333;25,4;68,333333;48;9,1;2,570833;
2008-12-19;0;1004,858333;20,829167;30,2;27,145833;25;68,75;52;10,3;3,054167;
2008-12-20;0;1004,970833;21,858333;31;27,258333;25,9;72,708333;59;8,8;2,2125;
2008-12-21;0;1006,183333;21,520833;30,8;27,3;25,1;71,041667;57;7,5;1,845833;
2008-12-22;9,6;1007,395833;21,654167;29,8;26,858333;23,8;73,75;56;7,5;1,904167;
2008-12-23;,4;1007,433333;21,258333;29,8;27,033333;24,2;71,166667;57;8,5;2,108333;
2008-12-24;,6;1006,395833;21,216667;30,4;26,779167;23;72,333333;55;7,4;1,95;
2008-12-25;0;1005,104167;21,616667;30,6;27,291667;25,1;71,541667;55;8,6;2,070833;
2008-12-26;0;1004,9875;21,404167;31;27,370833;25,4;70,333333;51;7,3;1,916667;
2008-12-27;2,8;1005,708333;21,808333;30,3;27,1375;24,1;73;57;8,6;2,179167;
2008-12-28;0;1006,041667;21,770833;31,2;27,5;25,9;71,083333;59;9,5;2,529167;
2008-12-29;0;1006,275;21,170833;30,3;27,375;25,3;69,125;59;10,2;2,7625;
2008-12-30;0;1006,929167;19,791667;29,6;26,9;25,1;65,416667;52;8;2,129167;
2008-12-31;0;1007,266667;20,479167;30,9;27,141667;24,8;67,5;48;8,5;1,95;
2009-01-01;0;1007,1625;20,775;31;27,225;25;68,166667;53;8,6;2,016667;
2009-01-02;0;1006,616667;21,045833;30,6;26,304167;21,4;73,5;59;9,1;1,525;
2009-01-03;0;1006,104167;21,841667;31,2;27,804167;26;70,208333;59;7,7;2,2375;
2009-01-04;0;1006,079167;22;31;27,9125;26,2;70,5;59;8,4;2,225;
2009-01-05;,2;1006,508333;22,370833;31,4;27,933333;26;72,083333;58;7,7;2,116667;
2009-01-06;0;1006,575;21,658333;30,9;27,779167;25,9;69,75;54;8,5;2,4125;
2009-01-07;0;1006,3375;21,204167;30,7;27,75;25,9;67,875;58;7,5;2,145833;
2009-01-08;0;1006,5875;20,625;30,6;27,458333;25,5;66,75;52;10,3;2,558333;
2009-01-09;0;1008,183333;20,629167;30,4;27,433333;26,1;66,583333;54;8,2;2,183333;
2009-01-10;0;1009,15;20,85;31,2;27,7;25,9;66,833333;44;9,7;3,091667;
2009-01-11;0;1007,979167;20,741667;30,8;27,720833;25,6;66,375;49;11,1;3,304167;
2009-01-12;,4;1007,320833;20,616667;30,9;27,483333;24,4;66,791667;48;9,8;2,783333;
2009-01-13;0;1007,216667;21,133333;31,3;27,329167;24,4;69,5;51;10,7;2,370833;
2009-01-14;1,2;1007,183333;21,4375;30,5;26,979167;24,5;72,166667;52;9,4;2,516667;
2009-01-15;,2;1007,354167;21,525;31,1;27,1375;22,6;72,208333;55;9,6;2,066667;
2009-01-16;2,2;1008,170833;23,070833;29,3;25,741667;24,9;85,416667;70;8;1,2875;
2009-01-17;14,4;1007,375;22,991667;30,4;26,570833;23,3;81,5;64;10;2,3375;
2009-01-18;0;1008,091667;20,783333;30,6;27,495833;25,6;67,333333;49;9,7;3,079167;
2009-01-19;0;1007,966667;21,1375;30,8;26,775;22,4;72,166667;53;7,5;1,841667;
2009-01-20;1,4;1007,045833;22,545833;30,6;27,325;24,8;75,666667;59;7,9;1,908333;
2009-01-21;8;1007,4;22,966667;30,3;27,279167;25,1;77,5;62;6,9;1,779167;
2009-01-22;0;1007,433333;22,3375;30,4;27,3;25,3;74,666667;59;7,3;1,7625;
2009-01-23;0;1007,379167;22,020833;30,3;26,670833;23,4;76,416667;61;7,5;1,595833;
2009-01-24;3,6;1006,345833;22,191667;29,9;27,2625;24,8;74,125;63;7,6;1,841667;
2009-01-25;5,2;1006,395833;21,220833;30,2;27,445833;25,3;69,083333;58;7,5;1,891667;
2009-01-26;0;1008,045833;21,233333;31,2;27,408333;24,6;69,541667;49;9,4;1,858333;
2009-01-27;0;1008,05;22,020833;30,9;27,691667;24,1;71,5;59;9,6;2,529167;
2009-01-28;0;1007,095652;21,565217;31,2;27,8;25,9;69,130435;53;11,7;3,186957;
2009-01-29;2,4;1007,1375;22,733333;30,6;26,829167;24,4;78,708333;61;8,2;1,991667;
2009-01-30;19;1007,329167;22,858333;27,3;25,229167;23,7;86,916667;76;6,9;1,5875;
2009-01-31;28,6;1007,0375;22,391667;30,7;25,966667;22,9;81,5;62;7;1,925;
2009-02-01;4,2;1006,870833;22,504167;30,3;27;23,9;76,791667;62;7,6;1,4125;
2009-02-02;0;1006,733333;22,816667;30,3;27,1875;24,4;77,75;62;8,2;1,5875;
2009-02-03;13,6;1007,491667;23,270833;28,6;26,070833;23,5;84,708333;75;10,8;1,245833;
2009-02-04;10,6;1008,054167;22,704167;29,8;26,75;24,1;78,916667;65;8,3;1,6375;
2009-02-05;3;1007,970833;22,416667;29,1;26,545833;23,8;78,333333;66;7,5;1,416667;
2009-02-06;3,4;1008,370833;22,175;30,6;27,479167;25,3;73,083333;61;7,5;1,879167;
2009-02-07;,4;1008,458333;21,85;30,3;27,033333;22,8;73,75;60;7,5;1,804167;
2009-02-08;0;1007,520833;21,875;31,1;27,170833;23,5;73,25;56;7,3;1,7375;
2009-02-09;0;1006,983333;21,6875;31,2;27,779167;25,7;69,833333;54;9,1;2,25;
2009-02-10;0;1007,445833;22,420833;31,1;27,4875;26,2;74,041667;63;9;2,133333;
2009-02-11;9,2;1007,191667;22,695833;30,4;27,275;24,5;76,208333;65;9,9;2,279167;
2009-02-12;1,2;1005,7;22,3;30,1;27,041667;24,7;75,625;59;6,7;1,883333;
2009-02-13;2,6;1004,920833;22,2375;30,4;27,616667;25,3;72,708333;60;8,3;2,154167;
2009-02-14;0;1005,341667;21,966667;30,6;27,7;25,2;71,416667;57;8,7;1,8375;
2009-02-15;3;1005,370833;22,508333;30,5;27,370833;24,4;74,916667;59;11;2,145833;
2009-02-16;2,8;1005,145833;21,808333;30;26,858333;23,6;74,916667;57;8,7;1,9875;
2009-02-17;0;1005,654167;21,191667;30,8;26,479167;22,2;73,833333;57;8,1;1,7625;
2009-02-18;0;1005,754167;21,716667;30,5;26,9875;22,7;73,5;59;6,3;1,466667;
2009-02-19;,4;1005,445833;22,058333;31,3;26,795833;23,6;75,791667;57;7,7;2,083333;
2009-02-20;39,4;1005,254167;22,625;27,2;24,9875;23,1;86,916667;75;7;1,225;
2009-02-21;4,2;1005,225;22,104167;30,9;26,658333;22,9;76,833333;55;7,6;1,475;
2009-02-22;88,8;1006,395833;22,816667;27,5;24,575;23;90,125;76;7,3;1,934783;
2009-02-23;10,8;1006,291667;22,483333;29,2;25,445833;23,3;84,25;67;12,2;1,895833;
2009-02-24;23,4;1005,475;21,920833;30,8;25,5875;21,9;81,333333;61;9,6;2,3875;
2009-02-25;4,4;1005,258333;22,666667;30,1;25,875;23,5;83,166667;61;12,4;2,295833;
2009-02-26;7,6;1005,066667;21,625;30,5;25,879167;21,8;78,708333;57;8,9;2;
2009-02-27;0;1005,583333;21,8625;30,5;26,416667;22,6;76,875;57;7,7;1,758333;
2009-02-28;11,8;1006,254167;22,825;28,4;25,791667;24,1;83,916667;68;10,1;1,979167;
2009-03-01;3,4;1007,058333;23,029167;27,8;24,416667;23,1;92,041667;82;8,5;2,116667;
2009-03-02;40;1007,166667;23,516667;29,6;25,266667;23,8;90,25;69;8;1,2;
2009-03-03;56,8;1007,145833;23,3;30,3;26,3125;23,6;84,25;68;7,4;1,608333;
2009-03-04;0;1006,629167;22,5375;30,5;27,375;24,3;75,458333;59;7,8;1,620833;
2009-03-05;1,4;1006,420833;22,8625;30,7;26,875;23,7;79,458333;60;9,9;1,758333;
2009-03-06;2;1006,704167;22,445833;30,7;27,1625;23,9;76,291667;57;6,7;1,470833;
2009-03-07;0;1006,5875;22,2625;31,1;26,745833;22,6;77,25;60;7,6;1,6875;
2009-03-08;0;1006,825;22,120833;31;27,2875;23,5;74,083333;55;8;1,979167;
2009-03-09;0;1006,170833;21,441667;30,7;27,845833;26,3;68,625;56;9,1;2,375;
2009-03-10;0;1006,154167;21,2375;31;27,083333;22,7;71,375;51;10,6;2,404167;
2009-03-11;0;1005,679167;21,133333;30,8;27,058333;22,9;70,708333;55;9,6;2,229167;
2009-03-12;0;1005,3375;21,766667;31,3;27,558333;23,9;71,458333;51;8,6;2,0625;
2009-03-13;0;1005,216667;22,291667;31,8;27,716667;24,3;72,791667;51;7;1,7125;
2009-03-14;0;1006,1875;22,6125;31,1;28,054167;24,8;72,75;52;7,6;1,775;
2009-03-15;0;1007,154167;23,425;31,3;28,0625;26,1;76,25;60;6,6;1,708333;
2009-03-16;14;1006,820833;23,3;29,9;27;23,7;80,791667;66;9,8;1,695833;
2009-03-17;19;1006,829167;22,866667;30,9;26,9;22,7;79,041667;61;7,4;1,5875;
2009-03-18;,4;1006,691667;22,095833;31,4;27,0125;23,5;75,541667;55;8,8;1,541667;
2009-03-19;,2;1006,354167;22,125;30,6;26,945833;23;75,916667;60;7;1,416667;
2009-03-20;0;1005,833333;21,85;31,4;27,7375;24;71,125;50;7,3;1,729167;
2009-03-21;0;1005,591667;22,2375;31;27,275;23,1;74,833333;55;7,5;1,504167;
2009-03-22;0;1004,766667;22,529167;31,2;28,170833;26,1;71,875;57;7,8;1,808333;
2009-03-23;0;1004,633333;22,545833;31,2;28,1875;26,4;71,833333;58;6,8;1,8875;
2009-03-24;0;1004,825;23,191667;31,5;28,295833;25,8;74,541667;57;7,6;1,716667;
2009-03-25;,2;1004,466667;23,545833;31,5;28,266667;25,8;75,875;64;7,9;1,995833;
2009-03-26;1;1004,825;22,6625;31,5;27,779167;23,7;74,458333;57;8,7;1,804167;
2009-03-27;0;1005,345833;22,179167;31,8;27,85;23,8;72,083333;54;7,9;1,858333;
2009-03-28;0;1005,454167;22,8125;32;27,65;23,4;75,666667;56;6,7;1,725;
2009-03-29;3,4;1005,479167;23,0375;30,5;26,875;24,1;80,125;61;8,6;1,533333;
2009-03-30;5,4;1005,220833;22,929167;31;27,845833;24,1;75,625;60;6,3;1,533333;
2009-03-31;0;1005,0375;23,095833;31,4;28,441667;27;73,125;60;8;2,208333;
2009-04-01;4,6;1005,358333;23,141667;31,2;27,745833;24;76,833333;61;7;1,729167;
2009-04-02;0;1005,420833;23,1;31,7;27,929167;24,3;75,833333;59;6,4;1,570833;
2009-04-03;,4;1005,375;22,733333;31,6;27,6625;24;75,291667;57;8,2;1,545833;
2009-04-04;,4;1005,779167;21,741667;31,4;27,608333;23,9;71,541667;51;6,2;1,479167;
2009-04-05;0;1006,041667;22,083333;32,3;27,125;22,8;74,958333;51;7,3;1,591667;
2009-04-06;9,6;1006,841667;23,270833;29,3;26,358333;23,5;83,416667;70;5,8;1,1625;
2009-04-07;0;1007,55;23,0625;31,3;27,316667;23,8;78,375;60;18,5;1,370833;
2009-04-08;1,6;1006,566667;23,045833;31,5;28,304167;25,3;73,625;59;18,5;1,6875;
2009-04-09;1,4;1006,070833;22,841667;31,5;27,4625;23,8;76,916667;54;7,5;1,4625;
2009-04-10;11;1006,429167;23,4375;29;25,895833;23,9;86,541667;73;7,2;1,1625;
2009-04-11;14,6;1006,558333;23,4375;30,9;26,608333;24,1;83,333333;59;6,5;1,4375;
2009-04-12;51,8;1007,2875;22,958333;28,9;25,091667;22,8;88,083333;70;5,2;1,1125;
2009-04-13;19,6;1007,783333;22,770833;29,7;25,370833;22,9;86;67;5,9;1,425;
2009-04-14;46;1008,941667;22,845833;29,6;25,429167;23,6;86,208333;62;5,9;1,341667;
2009-04-15;6,8;1008,7;22,791667;31;27,445833;23,8;76,625;59;6,2;1,433333;
2009-04-16;,8;1008,808333;23,058333;31,1;27,429167;24;77,791667;62;9,1;1,879167;
2009-04-17;2;1008;22,7375;31,4;28,095833;25,1;73,25;57;7,5;1,970833;
2009-04-18;5,8;1006,833333;23,170833;28,3;25,516667;24,1;86,958333;72;9,3;1,9625;
2009-04-19;6,4;1006,754167;22,775;30,5;25,870833;23,1;83,875;63;11;2,329167;
2009-04-20;56,6;1007,6375;23,291667;29,9;25,75;23,5;86,875;66;5,9;1,095833;
2009-04-21;4,8;1007,570833;23,579167;30,8;26,679167;23,8;83,791667;66;7,9;1,9875;
2009-04-22;35;1006,316667;23,420833;28,6;25,55;23,7;88,291667;71;6,5;1,233333;
2009-04-23;53,8;1005,7875;22,908333;30,7;26,329167;23,3;82,583333;61;6,8;1,525;
2009-04-24;,2;1005,9125;22,945833;29,5;26,458333;23,8;81,708333;65;8;1,816667;
2009-04-25;4;1007,175;23,279167;30,7;26,470833;23,7;83,291667;66;6,3;1,2;
2009-04-26;2,2;1007,179167;23,479167;31,2;26,941667;23,8;82,166667;62;8;1,620833;
2009-04-27;11,2;1006,866667;23,958333;28,8;25,966667;24,6;88,916667;78;7,4;1,170833;
2009-04-28;66,2;1006,4375;23,604167;30,1;26,0125;23,5;87,25;68;5,1;,9375;
2009-04-29;7,4;1006,845833;23,583333;29,8;26,541667;24,2;84,333333;66;8,3;1,795833;
2009-04-30;2,6;1007,475;23,4375;30;25,829167;23,7;86,875;69;8,3;1,725;
2009-05-01;18,8;1006,979167;23,3625;30,5;26,508333;23,7;83,541667;65;8,1;1,679167;
2009-05-02;11,8;1006,208333;22,833333;30,1;25,95;23,7;83,541667;62;10,3;2,941667;
2009-05-03;35,4;1006,9125;22,458333;25,3;23,658333;22,7;93,083333;89;9,4;1,9625;
2009-05-04;55,8;1007,116667;22,475;30,3;25,991667;22,5;81,958333;62;7;1,7875;
2009-05-05;1,2;1008,075;23,154167;30;26,3375;24,1;83,166667;64;5,1;1,266667;
2009-05-06;5,2;1008,270833;22,983333;30,7;26,791667;23,6;80,625;58;6,1;1,220833;
2009-05-07;0;1007,566667;23,108333;30,8;26,733333;23,3;81,208333;64;6,7;1,570833;
2009-05-08;,2;1007,6375;23,179167;30,9;26,391667;22,8;83,166667;64;7,8;1,229167;
2009-05-09;5,2;1007,554167;22,908333;30,7;26,5375;23,7;81,416667;58;7,7;1,954167;
2009-05-10;,6;1006,325;22,770833;30,8;26,079167;23,2;83;60;8,5;2,1375;
2009-05-11;87,6;1006,4625;22,8125;26,3;24,341667;23,1;91,25;82;5,1;1,2125;
2009-05-12;2;1006,754167;22,691667;30,1;26,216667;22,7;81,833333;62;5,2;1,220833;
2009-05-13;3;1006,525;23,35;30,4;26,295833;23,8;84,333333;65;6,7;1,4125;
2009-05-14;2;1006,254167;22,904167;31;26,75;23,5;80,541667;53;5,5;1,3625;
2009-05-15;,6;1005,379167;22,970833;30,7;26,5;23,7;81,916667;58;7,8;1,316667;
2009-05-16;2,8;1005,970833;23,883333;27,8;25,616667;24,5;90,166667;79;6,8;1,441667;
2009-05-17;21;1006,925;23,55;30,5;26,433333;24,2;85,083333;63;7,5;1,720833;
2009-05-18;17,2;1007,795833;23,275;29,9;26,329167;23,7;84,083333;64;11;2,270833;
2009-05-19;3;1007,875;22,808333;29,3;25,841667;23;83,958333;65;7,3;1,829167;
2009-05-20;9;1007,120833;22,916667;30,2;26,483333;23,6;81,583333;61;9,7;2,65;
2009-05-21;18,8;1007,525;23,004167;29,3;25,870833;23,1;84,583333;69;6,8;1,354167;
2009-05-22;7,4;1008,283333;23,0125;27,4;24,829167;23,4;89,791667;78;12,1;2,4625;
2009-05-23;116;1009,408333;23,041667;26,5;24,316667;23,2;92,708333;84;8,7;2,729167;
2009-05-24;13;1007,8875;22,870833;28,7;24,783333;22,9;89,416667;73;7,3;1,65;
2009-05-25;25,2;1006,9;22,808333;30,6;26,095833;23,1;83;60;5,8;1,654167;
2009-05-26;13,8;1007,775;22,7375;25,6;24,204167;23,4;91,541667;83;6,2;,9125;
2009-05-27;27,4;1008,3;22,445833;24,9;23,670833;22,5;92,875;88;5,6;1,104167;
2009-05-28;13,8;1007,933333;22,770833;29,3;25,633333;22,8;84,833333;67;8,9;2,079167;
2009-05-29;,8;1007,8;22,825;29,9;25,783333;22,6;84,416667;64;7,1;1,820833;
2009-05-30;4;1007,970833;23,145833;29,9;25,8;23,2;85,875;66;10,1;2,091667;
2009-05-31;4,6;1007,666667;22,241667;29,7;25,558333;22,5;82,583333;61;9,8;2,3125;
2009-06-01;10,8;1007,445833;23,008333;27,5;24,6875;23,3;90,5;78;6;1,233333;
2009-06-02;28,8;1007,9125;22,908333;30;25,983333;23,2;84;65;6,6;1,4625;
2009-06-03;1,6;1008,883333;22,875;29,4;26,141667;23,2;82,916667;66;6,8;1,525;
2009-06-04;2,4;1010,408333;22,575;26,8;25,1125;23,5;85,958333;75;8,9;2,179167;
2009-06-05;7,6;1009,175;23,433333;29,4;25,825;23,3;86,875;72;9,3;1,533333;
2009-06-06;46;1008,925;22,4875;29,6;25,933333;22,9;82,125;66;9,3;2,6375;
2009-06-07;0;1007,929167;21,825;29,3;25,691667;22,3;79,833333;60;8,7;2,1625;
2009-06-08;1,4;1008,029167;21,233333;29,4;25,6375;21,9;77,916667;58;11,8;2,6125;
2009-06-09;,8;1008,383333;22,083333;29,4;26,604167;23,7;76,583333;65;11,7;2,883333;
2009-06-10;22;1010,004167;22,708333;27,4;24,9875;22,4;87,5;75;8,1;1,541667;
2009-06-11;3,4;1010,025;22,004167;29,5;25,095833;21,9;83,583333;65;8,4;2,220833;
2009-06-12;9,4;1009,695833;22,604167;27,9;24,683333;22,9;88,375;72;6,2;2,3;
2009-06-13;6;1009,154167;21,420833;28,9;24,775;22,2;82,25;67;8,9;2,658333;
2009-06-14;8,4;1009,283333;21,775;27,9;24,691667;22,8;84,375;66;10,5;2,45;
2009-06-15;5;1009,2625;21,029167;28,9;24,795833;21,8;80,541667;54;10,8;2,829167;
2009-06-16;0;1009,145833;21,229167;29;24,725;22;81,625;58;10,7;2,491667;
2009-06-17;,4;1008,8625;21,304167;29,4;25,129167;21,5;80,166667;61;7,9;2,029167;
2009-06-18;0;1008,9625;21,545833;29,5;25,016667;22;82,166667;59;9,8;2,408333;
2009-06-19;4,6;1009,708333;21,608333;28,5;24,433333;22;84,875;65;10,4;2,741667;
2009-06-20;18,4;1009,525;21,6375;29,2;24,9;21,8;83,083333;63;10,7;2,866667;
2009-06-21;5;1008,795833;21,729167;28,8;25,2375;22,2;81,375;66;10,9;2,7875;
2009-06-22;2,2;1008,0375;22,070833;28,4;24,3375;22,6;87,375;70;12,1;2,354167;
2009-06-23;43,8;1008,825;21,791667;29,5;24,691667;21;84,583333;66;8,2;1,933333;
2009-06-24;7,8;1009,05;22,591667;28,6;25,516667;23,5;84,25;71;9,6;2,354167;
